"Leading University
,,,"ACL-1, ACL-2,NL,ACL-3","ACL-1, ACL-2,ACL-3,NL","ACL-1, ACL-2,NL,ACL-3","ACL-1, NL, ACL-2,ACL-3","NL, ACL-1,ACL-2,ACL-3","NL, ACL-1, ACL-3","ACL-1,NL,ACL-2,ACL-3","ACL-1, ACL-3,NL,ACL-2"
,,,PRP(EEE),PRP (EEE),,,,,ACL-3 (EEE),ACL-3 (EEE)
,,,"NL, ACL-1,ACL-2","NL, ACL-1,ACL-2","NL, ,ACL-1,ACL-2ACL-3","ACL-1,NL,ACL-3,ACL-2","ACL-1, ACL-2,NL","ACL-2, NL","ACL-2, , ACL-1, NL",",ACL-2, ACL-1, NL"
,,,,,NJN (GED),NJN (GED),AFZ (GED),AFZ (GED),AFZ (GED),AFZ (GED)
,,,,,,,,,EBH (EEE),EBH (EEE)
,,,,,,,,AMH (EEE),AMH (EEE),
,,,,63 Batch Section Distribution,,,,,,
,,,,,,,,,,
,,,,Section,Starting ID,Ending ID,,,,
,,,,,,,,,,
,,,,A,............001,............045,,,,
,,,,B,............046,............090,,,,
,,,,C,............091,............135,,,,
,,,,D,............136,............180,,,,
,,,,E,............181,............225,,,,
,,,,F,............226,............270,,,,
,,,,G,............271,............315,,,,
,,,,H,............316,............360,,,,
,,,,I,............361,............405,,,,
,,,,"Note: GED Section for GED Courses of Section G and Section H is different. 
Check routine to learn your section for any specific course.",,,,,,
