"Leading University
,60,D,CSE-2221 (D) NAC RKB-306,CSE-2221 (D) NAC RKB-306,GED-3211 (D) G3,GED-3211 (D) G3,CSE-2222 (D AHQ RAB-304,,CSE-2201 (D) ASD RAB-202,CSE-2201 (D) ASD RAB-202
,60,E,,,,,,,,
,60,F,,,,,,,,
,59,A,,,,,CSE-3121 (A) NAC RKB-303,,CSE-3113 (A) SKB RAB-306,CSE-3113 (A) SKB RAB-306
,59,B,GED-1291 (B) G2,GED-1291 (B) G2,CSE-3111 (B) JIM RAB-306,CSE-3111 (B) JIM RAB-306,CSE-3112 (B) JIM ACL-2,,,
,59,C,CSE-3115 SMD RKB-106,CSE-3115 SMD RKB-106,GED-1291 (C) G2,GED-1291 (C) G2,,,CSE-3121 (C) NAC RKB-104,CSE-3116 SMD NL
,59,D,,,CSE-3111 (D) JAC RKB-404,CSE-3112 (D) JAC ACL-3,CSE-3112 (D) JAC ACL-3,,CSE-3115 (D) RWA RKB-106,CSE-3115 (D) RWA RKB-106
,59,E,CSE-3113 (E) RIR RKB-104,CSE-3121 (E) PRP RKB-307,,CSE-3116 (E) ZMM ACL-1,,,CSE-3114 (E) RIR ACL-3,CSE-3114 (E) RIR ACL-3
,58,A,EEE-4128 (A) KMN GL,EEE-4128 (A) KMN GL,CSE-3318 (A) NJN ACL-2,CSE-3318 (A) NJN ACL-2,CSE-3317 (A) NJN RKB-103,,CSE-3111 (A) ZMM RAB-206,CSE-3111 (A) ZMM RAB-206
,58,B+C,CSE-3115 (B+C) AHQ RAB-302,CSE-3115 (B+C) AHQ RAB-302,EEE-4127 (B+C) KMN RKB-402,EEE-4127 (B+C) KMN RKB-402,,EEE-4128 (B+C) KMN NL,EEE-4128 (B+C) KMN NL,
,57,A+B,,,,,,,,
,56,,,,,,,,,
,55+54,,CSE-4234 SKB NL,CSE-4234 SKB NL,,CSE-4119 SKB RAB-302,CSE-4315 EBH RAB-306,,,
,BUS TIME,,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,,,
,STUDENT NO.,,750,500,100,100,,,,
,,,,,,,,,,
,,,NAC,NAC,PRP,PRP,RWA,RWA,,
,,,"ACL-1, ACL-2,NL,ACL-3","ACL-1, ACL-2,ACL-3,NL","ACL-1, ACL-2,NL,ACL-3","ACL-1, NL, ACL-2,ACL-3","NL, ACL-1,ACL-2,ACL-3","NL, ACL-1, ACL-3","ACL-1,NL,ACL-2,ACL-3","ACL-1, ACL-3,NL,ACL-2"
,,,,,AHQ (GED),AHQ (GED),,,,
,,,"NL, ACL-1,ACL-2","NL, ACL-1,ACL-2","NL, ,ACL-1,ACL-2ACL-3","ACL-1,NL,ACL-3,ACL-2","ACL-1, ACL-2,NL","ACL-2, NL","ACL-2, , ACL-1, NL",",ACL-2, ACL-1, NL"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,63 Batch Section Distribution,,,,,,
,,,,,,,,,,
,,,,Section,Starting ID,Ending ID,,,,
,,,,,,,,,,
,,,,A,............001,............045,,,,
,,,,B,............046,............090,,,,
,,,,C,............091,............135,,,,
,,,,D,............136,............180,,,,
,,,,E,............181,............225,,,,
,,,,F,............226,............270,,,,
,,,,G,............271,............315,,,,
,,,,H,............316,............360,,,,
,,,,I,............361,............405,,,,
,,,,"Note: GED Section for GED Courses of Section G and Section H is different. 
Check routine to learn your section for any specific course.",,,,,,
