"Leading University
,60,C,GED-4251 (C) G2,GED-4251 (C) G2,CSE-2221 (C) NAC RAB-206,,,CSE-2231 RLP RAB-302,MAT-2251 AMH RAB-202,MAT-2251 AMH RAB-202
,60,D,,,,,,,,
,60,E,MAT-2251 (E) AMH RKB-404,MAT-2251 (E) AMH RKB-404,GED-4251 (E) G3,GED-4251 (E) G3,,CSE-2201 (E) ASD RAB-108,,
,60,F,GED-3211 (F) RAB-109,GED-3211 (F) RAB-109,,,GED-4251 (F) G3,GED-4251 (F) G3,CSE-2221 (F) AFZ RAB-309,CSE-2221 (F) AFZ RAB-309
,59,A,GED-1291 (A) RAB-111,GED-1291 (A) RAB-111,CSE-3113 (A) SKB RAB-309,CSE-3115 SMD RKB-106,CSE-3115 SMD RKB-106,CSE-3116 SMD ACL-2,,
,59,B,CSE-3115 SMD RAB-306,CSE-3115 SMD RAB-306,CSE-3112 (B) JIM ACL-2,CSE-3112 (B) JIM ACL-2,CSE-3111 (B) JIM RAB-304,,CSE-3121 NAC RKB-103,CSE-3121 NAC RKB-103
,59,C,,,,,,,,
,59,D,GED-1261 (D) RKB-106,GED-1261 (D) RKB-106,GED-1291 (D) RAB-111,GED-1291 (D) RAB-111,,,,
,59,E,,,,,GED-1291 (E) RAB-111,GED-1291 (E) RAB-111,GED-1261 (E) RKB-403,GED-1261 (E) RKB-403
,58,A,CSE-3116 (A) AHQ ACL-2,CSE-3116 (A) AHQ ACL-2,CSE-3112 (A) ZMM ***,CSE-3112 (A) ZMM ***,CSE-4111 RLP RAB-302,,,
,58,B+C,,,CSE-4111 RLP RAB-302,CSE-3112 (B+C) PRP NL,CSE-3112 (B+C) PRP NL,,CSE-3317 (B+C) NJN RKB-406,CSE-3317 (B+C) NJN RKB-406
,57,A+B,,,,,CSE 3117 RWA RKB 103,CSE 3117 RWA RKB 103,CSE 3319 MSR RAB 302,CSE 3319 MSR RAB 302
,56,,CSE-4113 EBH RAB-302,CSE-4113 EBH RAB-302,CSE-4211 SMD RKB-106,CSE-3213 MSR RAB-306,CSE-3213 MSR RAB-306,,CSE-3315 ZMM RKB-105,CSE-3315 ZMM RKB-105
,55+54,,,,,,,,,
,BUS TIME,,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,,,
,STUDENT NO.,,500,300,200,150,,,,
,,,,,,,,,,
,,,NAC,NAC,PRP,PRP,RWA,RWA,,
,,,"ACL-1, ACL-2,NL,ACL-3","ACL-1, ACL-2,ACL-3,NL","ACL-1, ACL-2,NL,ACL-3","ACL-1, NL, ACL-2,ACL-3","NL, ACL-1,ACL-2,ACL-3","NL, ACL-1, ACL-3","ACL-1,NL,ACL-2,ACL-3","ACL-1, ACL-3,NL,ACL-2"
,,,,,,,,NL,,
,,,AFZ (GED),AFZ (GED),AFZ (GED),AFZ (GED),AHQ (GED),AHQ (GED),AHQ (GED),AHQ (GED)
,,,"NL, ACL-1,ACL-2","NL, ACL-1,ACL-2","NL, ,ACL-1,ACL-2ACL-3","ACL-1,NL,ACL-3,ACL-2","ACL-1, ACL-2,NL","ACL-2, NL","ACL-2, , ACL-1, NL",",ACL-2, ACL-1, NL"
,,,,,,,,PRP (EEE),,
,,,,,,,,,,
,,,,,,,,,,
,,,,63 Batch Section Distribution,,,,,,
,,,,,,,,,,
,,,,Section,Starting ID,Ending ID,,,,
,,,,,,,,,,
,,,,A,............001,............045,,,,
,,,,B,............046,............090,,,,
,,,,C,............091,............135,,,,
,,,,D,............136,............180,,,,
,,,,E,............181,............225,,,,
,,,,F,............226,............270,,,,
,,,,G,............271,............315,,,,
,,,,H,............316,............360,,,,
,,,,I,............361,............405,,,,
,,,,"Note: GED Section for GED Courses of Section G and Section H is different. 
Check routine to learn your section for any specific course.",,,,,,
