"Leading University
,60,C,,,,,,,,
,60,D,CSE-2221 (D) NAC RKB-405,,GED-4251 (D) G2,GED-4251 (D) G2,CSE-2231 RLP RAB-302,CSE-2201 (D) ASD RAB-304,,
,60,E,CSE-2231 (E) STA RAB-304,CSE-2231 (E) STA RAB-304,CSE-2201 (E) ASD RKB-106,CSE-2201 (E) ASD RKB-106,,,CSE-2222 (E) AFZ RAB-309,CSE-2221 (E) AFZ RAB-309
,60,F,CSE-2211 (F) JAC RKB-406,CSE-2201 (F) ASD RKB-404,CSE-2222 (F) AFZ RAB-206,,,,CSE-2231 (F) STA RAB-304,CSE-2231 (E) STA RAB-304
,59,A,CSE-3112 (A) JIM NL,,CSE-3121 (A) NAC RKB-404,CSE-3121 (A) NAC RKB-404,,CSE-3114 (A) SKB NL,,CSE-3111 (A) JIM RKB-105
,59,B,,CSE-3113 (B) SKB RAB-306,,CSE-3114 (B) SKB NL,CSE-3114 (B) SKB NL,CSE-3121 (B) NAC RKB-103,CSE-3116 SMD NL,CSE-3116 SMD NL
,59,C,CSE-3115 SMD RKB-106,CSE-3116 SMD NL,CSE-3116 SMD NL,,,CSE-3112 (C) JAC ACL-1,CSE-3111 (C) JAC RKB-106,CSE-3111 (C) JAC RKB-106
,59,D,,CSE-3115 (D) RWA RKB-406,CSE-3114 (D) RIR ACL-3,CSE-3114 (D) RIR ACL-3,CSE-3113 (D) RIR RAB-112,,CSE-3121 (D) PRP RAB-109,CSE-3121 (D) PRP RAB-109
,59,E,,,,CSE-3112 (E) JIM ACL-2,CSE-3111 (E) JIM RAB-306,CSE-3111 (E) JIM RAB-306,CSE-3115 (E) ZMM RKB-304,
,58,A,EEE-4127 (A) KMN RKB-103,EEE-4127 (A) KMN RKB-103,CSE-3115 (A) AHQ RAB-309,CSE-3115 (A) AHQ RAB-309,,,,
,58,B+C,CSE-4111 RLP RAB-302,CSE-4111 RLP RAB-302,,CSE-3111 (B+C) PRP RKB-406,CSE-3116 (B+C) AHQ ACL-2,CSE-3116 (B+C) AHQ ACL-2,,
,58,A+B,,,,,,,,
,57,A+B,CSE-3319 MSR RAB-306,CSE-3320 MSR ACL-1,CSE-3320 MSR ACL-1,CSE-3117 RWA RAB-112,,,,
,56,,,EEE-4127 SHD RKB-403,EEE-4127 SHD RKB-403,CSE-4211 SMD RKB-103,CSE-4211 SMD RKB-103,,EEE-4128 SHD GL,EEE-4128 SHD GL
,55+54,,,,,,,,,
,BUS TIME,,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,,,
,STUDENT NO.,,700,400,200,100,,,,
,,,,,,,,,,
,,,NAC,NAC,PRP,PRP,RWA,RWA,,
,,,"ACL-1, ACL-2,NL,ACL-3","ACL-1, ACL-2,ACL-3,NL","ACL-1, ACL-2,NL,ACL-3","ACL-1, NL, ACL-2,ACL-3","NL, ACL-1,ACL-2,ACL-3","NL, ACL-1, ACL-3","ACL-1,NL,ACL-2,ACL-3","ACL-1, ACL-3,NL,ACL-2"
,,,AHQ (GED),AHQ (GED),,,,,,
,,,"NL, ACL-1,ACL-2","NL, ACL-1,ACL-2","NL, ,ACL-1,ACL-2ACL-3","ACL-1,NL,ACL-3,ACL-2","ACL-1, ACL-2,NL","ACL-2, NL","ACL-2, , ACL-1, NL",",ACL-2, ACL-1, NL"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,63 Batch Section Distribution,,,,,,
,,,,,,,,,,
,,,,Section,Starting ID,Ending ID,,,,
,,,,,,,,,,
,,,,A,............001,............045,,,,
,,,,B,............046,............090,,,,
,,,,C,............091,............135,,,,
,,,,D,............136,............180,,,,
,,,,E,............181,............225,,,,
,,,,F,............226,............270,,,,
,,,,G,............271,............315,,,,
,,,,H,............316,............360,,,,
,,,,I,............361,............405,,,,
,,,,"Note: GED Section for GED Courses of Section G and Section H is different. 
Check routine to learn your section for any specific course.",,,,,,
